ChemicalName,DiseaseName,output,dataset,chemicalname
Cladribine,Esophageal Neoplasms,0.638614296913147,test,cladribine
Propoxur,Breast Neoplasms,0.6385319232940674,test,propoxur
tebipenem,Urinary Bladder Neoplasms,0.6384051442146301,test,tebipenem
temocillin,Breast Neoplasms,0.6382850408554077,test,temocillin
Zinc Sulfate,Head and Neck Neoplasms,0.6380022764205933,test,zinc sulfate
Venlafaxine Hydrochloride,Pheochromocytoma,0.6379895210266113,test,venlafaxine hydrochloride
Ethynodiol Diacetate,Urinary Bladder Neoplasms,0.6379218697547913,test,ethynodiol diacetate
Piribedil,Breast Neoplasms,0.6376981735229492,test,piribedil
diethyl phthalate,Pancreatic Neoplasms,0.6376767754554749,test,diethyl phthalate
ONO-AE1-329,Ovarian Neoplasms,0.6376363635063171,test,ono-ae1-329
norathyriol,Breast Neoplasms,0.6376351118087769,test,norathyriol
Tramadol,"Carcinoma, Non-Small-Cell Lung",0.6375890970230103,test,tramadol
Amphetamine,Stomach Neoplasms,0.6374385356903076,test,amphetamine
Cefaclor,Stomach Neoplasms,0.6374152898788452,test,cefaclor
Candicidin,"Carcinoma, Hepatocellular",0.6373995542526245,test,candicidin
enprofylline,"Carcinoma, Non-Small-Cell Lung",0.6373798847198486,test,enprofylline
Cladribine,Sarcoma,0.6373569965362549,test,cladribine
cefbuperazone,Urinary Bladder Neoplasms,0.637344479560852,test,cefbuperazone
carbendazim,"Carcinoma, Hepatocellular",0.6372688412666321,test,carbendazim
Sarin,Colonic Neoplasms,0.6371697187423706,test,sarin
picolinic acid,Urinary Bladder Neoplasms,0.6371457576751709,test,picolinic acid
setoperone,Breast Neoplasms,0.6370106935501099,test,setoperone
Galactosamine,Melanoma,0.6367266178131104,test,galactosamine
"3-hydroxy-10,11-dihydroquinidine",Colonic Neoplasms,0.6367099285125732,test,"3-hydroxy-10,11-dihydroquinidine"
Fludrocortisone,"Carcinoma, Hepatocellular",0.6366956233978271,test,fludrocortisone
Sirolimus,Head and Neck Neoplasms,0.6366170644760132,train,sirolimus
Vigabatrin,Esophageal Neoplasms,0.6365993022918701,test,vigabatrin
Isoniazid,"Sarcoma, Experimental",0.6365907192230225,test,isoniazid
Donepezil,Breast Neoplasms,0.6365044713020325,test,donepezil
aloe emodin,"Carcinoma, Hepatocellular",0.6365039348602295,test,aloe emodin
Mercury,Esophageal Squamous Cell Carcinoma,0.6364970207214355,test,mercury
tetrahydrodeoxycorticosterone,Colonic Neoplasms,0.6363312602043152,test,tetrahydrodeoxycorticosterone
Indoles,Urinary Bladder Neoplasms,0.6362833976745605,test,indoles
Calcium,"Sarcoma, Clear Cell",0.6361861228942871,test,calcium
Iron-Dextran Complex,Urinary Bladder Neoplasms,0.6360939741134644,test,iron-dextran complex
efavirenz,Thyroid Neoplasms,0.6358356475830078,test,efavirenz
retinal dimer,Breast Neoplasms,0.6357369422912598,test,retinal dimer
stannous chloride,Pancreatic Neoplasms,0.635715126991272,test,stannous chloride
"2,5-diaminotoluene",Lung Neoplasms,0.6357003450393677,test,"2,5-diaminotoluene"
Cilostazol,"Carcinoma, Hepatocellular",0.6356527805328369,test,cilostazol
"Nanotubes, Carbon",Glioblastoma,0.6356430053710938,test,"nanotubes, carbon"
terutroban,"Carcinoma, Hepatocellular",0.6356052160263062,test,terutroban
Meropenem,Sarcoma,0.6355899572372437,test,meropenem
Primidone,"Carcinoma, Ovarian Epithelial",0.6355476379394531,test,primidone
Tranylcypromine,Pancreatic Neoplasms,0.6355375051498413,test,tranylcypromine
Mustard Gas,Thymoma,0.6354867815971375,test,mustard gas
"3,4,5,3',4',5'-hexachlorobiphenyl",Urinary Bladder Neoplasms,0.6354742050170898,test,"3,4,5,3',4',5'-hexachlorobiphenyl"
Pramipexole,Melanoma,0.6353851556777954,test,pramipexole
DAV regimen,Colonic Neoplasms,0.6353612542152405,test,dav regimen
Sitosterols,Lung Neoplasms,0.6353267431259155,test,sitosterols
Carbon Dioxide,Melanoma,0.63525390625,test,carbon dioxide
Pregnenolone Carbonitrile,Colonic Neoplasms,0.6352475881576538,test,pregnenolone carbonitrile
defibrotide,Lung Neoplasms,0.6352275609970093,test,defibrotide
Adrenocorticotropic Hormone,Melanoma,0.635026752948761,test,adrenocorticotropic hormone
Methomyl,Urinary Bladder Neoplasms,0.6349332332611084,test,methomyl
Daunorubicin,Head and Neck Neoplasms,0.6349246501922607,test,daunorubicin
Fluorouracil,"Carcinoma, Ductal, Breast",0.6349151134490967,test,fluorouracil
Olopatadine Hydrochloride,Lung Neoplasms,0.6346837282180786,test,olopatadine hydrochloride
thiaton,Breast Neoplasms,0.6346566677093506,test,thiaton
Mifepristone,Thyroid Neoplasms,0.6346116065979004,test,mifepristone
tezampanel,Lung Neoplasms,0.634608268737793,test,tezampanel
Amsacrine,Ovarian Neoplasms,0.6344485282897949,test,amsacrine
cypermethrin,Glioblastoma,0.6344236135482788,test,cypermethrin
PD 117302,Lung Neoplasms,0.6344074606895447,test,pd 117302
ipsapirone,Lung Neoplasms,0.6343381404876709,test,ipsapirone
Nickel,Small Cell Lung Carcinoma,0.6343198418617249,test,nickel
"estradiol-3,4-quinone",Stomach Neoplasms,0.6342723369598389,test,"estradiol-3,4-quinone"
hinokiflavone,Lung Neoplasms,0.6340796947479248,test,hinokiflavone
Dihydroergotoxine,"Carcinoma, Non-Small-Cell Lung",0.6340649127960205,test,dihydroergotoxine
Calcium,Uterine Cervical Neoplasms,0.634023904800415,test,calcium
Methenolone,Colonic Neoplasms,0.633987545967102,test,methenolone
"Nanotubes, Carbon",Lung Neoplasms,0.6336936950683594,test,"nanotubes, carbon"
Methionine,"Carcinoma, Non-Small-Cell Lung",0.6333840489387512,test,methionine
vanillin,Lung Neoplasms,0.633330225944519,test,vanillin
Mercury,Urinary Bladder Neoplasms,0.6331192255020142,test,mercury
fluindione,Glioblastoma,0.6330945491790771,test,fluindione
Methoxychlor,Testicular Neoplasms,0.6328996419906616,train,methoxychlor
Sulfisoxazole,Urinary Bladder Neoplasms,0.6328630447387695,test,sulfisoxazole
"pregna-4,17-diene-3,16-dione",Pancreatic Neoplasms,0.632847785949707,test,"pregna-4,17-diene-3,16-dione"
Meropenem,Uterine Cervical Neoplasms,0.6328033208847046,test,meropenem
"3-(3,4-difluorophenyl)-4-(4-(methylsulfonyl)phenyl)-2(5H)-furanone",Urinary Bladder Neoplasms,0.6326911449432373,test,"3-(3,4-difluorophenyl)-4-(4-(methylsulfonyl)phenyl)-2(5h)-furanone"
allylpropymal,Lung Neoplasms,0.6326783895492554,test,allylpropymal
Carbenicillin,Small Cell Lung Carcinoma,0.6326723098754883,test,carbenicillin
epibatidine,Urinary Bladder Neoplasms,0.6326614618301392,test,epibatidine
Ergotamine,Sarcoma 180,0.6325218677520752,test,ergotamine
Famotidine,Pheochromocytoma,0.6325106024742126,test,famotidine
Diazoxide,"Sarcoma, Experimental",0.6324329972267151,test,diazoxide
Calcium,Head and Neck Neoplasms,0.6324065923690796,test,calcium
Zinc Sulfate,"Sarcoma, Experimental",0.6323918104171753,test,zinc sulfate
Nickel,Cholangiocarcinoma,0.6323521137237549,test,nickel
Heme,Pancreatic Neoplasms,0.6323292255401611,test,heme
artenimol,Lung Neoplasms,0.6323097348213196,test,artenimol
Calcium,"Carcinoma, Non-Small-Cell Lung",0.6322147846221924,train,calcium
Clindamycin,Stomach Neoplasms,0.6321907639503479,test,clindamycin
Minoxidil,Thyroid Neoplasms,0.6321841478347778,test,minoxidil
perfluorooctanoic acid,Sarcoma 180,0.6320843696594238,test,perfluorooctanoic acid
Carrageenan,"Carcinoma, Hepatocellular",0.6320763826370239,test,carrageenan
Ritodrine,Uterine Cervical Neoplasms,0.6320710182189941,test,ritodrine
Artemether,"Carcinoma, Hepatocellular",0.6320606470108032,test,artemether
Fonofos,"Carcinoma, Hepatocellular",0.6319882273674011,test,fonofos
Aminophylline,Pheochromocytoma,0.6319737434387207,test,aminophylline
Roxithromycin,"Carcinoma, Non-Small-Cell Lung",0.631829023361206,test,roxithromycin
Prednisone,"Breast Neoplasms, Male",0.631723940372467,test,prednisone
Fenofibrate,Head and Neck Neoplasms,0.6317015886306763,test,fenofibrate
Thiram,"Carcinoma, Hepatocellular",0.6316664218902588,test,thiram
Mercury,Mesothelioma,0.6316407918930054,test,mercury
Antimony Sodium Gluconate,Breast Neoplasms,0.6316097974777222,test,antimony sodium gluconate
Rosiglitazone,"Carcinoma, Lewis Lung",0.631583571434021,test,rosiglitazone
Stanozolol,Colonic Neoplasms,0.6315673589706421,test,stanozolol
ecgonine,Breast Neoplasms,0.6315523386001587,test,ecgonine
Megestrol,Lung Neoplasms,0.6314491033554077,test,megestrol
Estramustine,Glioblastoma,0.6314355134963989,test,estramustine
Oxyclozanide,Urinary Bladder Neoplasms,0.6313672661781311,test,oxyclozanide
Methylcholanthrene,Pancreatic Neoplasms,0.6313074827194214,train,methylcholanthrene
Dexfenfluramine,"Carcinoma, Hepatocellular",0.6312447786331177,test,dexfenfluramine
Warfarin,Adenocarcinoma of Lung,0.6312032341957092,test,warfarin
Cladribine,Pancreatic Neoplasms,0.6310185194015503,test,cladribine
Serotonin,Pancreatic Neoplasms,0.6309677362442017,test,serotonin
lead acetate,Sarcoma,0.6309545040130615,test,lead acetate
"3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid",Melanoma,0.6308839321136475,test,"3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid"
Valproic Acid,Squamous Cell Carcinoma of Head and Neck,0.6308610439300537,test,valproic acid
diphenylarsinic acid,Esophageal Neoplasms,0.6308157444000244,val,diphenylarsinic acid
OPP protocol,Breast Neoplasms,0.6306606531143188,test,opp protocol
cadralazine,Breast Neoplasms,0.6306445598602295,test,cadralazine
zaleplon,Urinary Bladder Neoplasms,0.6304727792739868,test,zaleplon
Methylprednisolone,Cholangiocarcinoma,0.6304503679275513,test,methylprednisolone
ML 9,Pancreatic Neoplasms,0.6304049491882324,train,ml 9
anethole,Breast Neoplasms,0.630341649055481,test,anethole
Dothiepin,"Carcinoma, Hepatocellular",0.6302018165588379,test,dothiepin
benazepril,Ovarian Neoplasms,0.630146861076355,test,benazepril
temafloxacin,Urinary Bladder Neoplasms,0.6299771070480347,test,temafloxacin
Cholic Acid,Urinary Bladder Neoplasms,0.6299648284912109,test,cholic acid
diosmetin,Lung Neoplasms,0.6299439668655396,test,diosmetin
diethyl maleate,Glioblastoma,0.6299130916595459,test,diethyl maleate
Bupivacaine,"Sarcoma, Experimental",0.62989342212677,test,bupivacaine
Diethylhexyl Phthalate,Head and Neck Neoplasms,0.6298015117645264,test,diethylhexyl phthalate
7-chlorokynurenic acid,Urinary Bladder Neoplasms,0.6297893524169922,test,7-chlorokynurenic acid
Oxymorphone,Sarcoma,0.6297668218612671,train,oxymorphone
Venlafaxine Hydrochloride,"Carcinoma, Lewis Lung",0.6297413110733032,test,venlafaxine hydrochloride
pifithrin,Stomach Neoplasms,0.6297334432601929,test,pifithrin
Dieldrin,Melanoma,0.6295546293258667,test,dieldrin
"2,3-pentanedione",Ovarian Neoplasms,0.6295545101165771,test,"2,3-pentanedione"
Zeranol,Breast Neoplasms,0.6294008493423462,test,zeranol
zaleplon,Stomach Neoplasms,0.6293590068817139,test,zaleplon
ANFT,"Carcinoma, Hepatocellular",0.6292707920074463,test,anft
pirarubicin,"Sarcoma, Experimental",0.6292431354522705,test,pirarubicin
2-amino-5-nitrothiazole,Lung Neoplasms,0.6292243003845215,test,2-amino-5-nitrothiazole
methyl tert-butyl ether,Colonic Neoplasms,0.6291297674179077,test,methyl tert-butyl ether
Bethanechol,Breast Neoplasms,0.6291211843490601,test,bethanechol
Amifostine,Testicular Neoplasms,0.6291064023971558,test,amifostine
pyrachlostrobin,Colonic Neoplasms,0.6290134191513062,test,pyrachlostrobin
Gold Sodium Thiomalate,Stomach Neoplasms,0.6289821267127991,test,gold sodium thiomalate
Ciprofloxacin,Adrenocortical Carcinoma,0.6289353370666504,test,ciprofloxacin
digitalin,Breast Neoplasms,0.6288790702819824,test,digitalin
Acrolein,"Sarcoma, Kaposi",0.6288357973098755,test,acrolein
Fenitrothion,"Sarcoma, Ewing",0.6288274526596069,test,fenitrothion
enilconazole,Urinary Bladder Neoplasms,0.6287200450897217,test,enilconazole
Glycyrrhizic Acid,Colonic Neoplasms,0.6285498142242432,test,glycyrrhizic acid
1-bromopropane,Urinary Bladder Neoplasms,0.6284480094909668,test,1-bromopropane
Deamino Arginine Vasopressin,Ovarian Neoplasms,0.6284067630767822,test,deamino arginine vasopressin
Propylthiouracil,Sarcoma 180,0.6283917427062988,test,propylthiouracil
Erythromycin Ethylsuccinate,"Carcinoma, Non-Small-Cell Lung",0.6283518075942993,test,erythromycin ethylsuccinate
sulforaphane,Breast Neoplasms,0.6282442808151245,test,sulforaphane
Estramustine,"Carcinoma, Non-Small-Cell Lung",0.6282230615615845,test,estramustine
Desipramine,"Carcinoma, Non-Small-Cell Lung",0.628169059753418,test,desipramine
Gold Sodium Thiomalate,Sarcoma,0.628154993057251,test,gold sodium thiomalate
Arsenicals,"Carcinoma, Hepatocellular",0.6280771493911743,test,arsenicals
Dihydrotachysterol,Ovarian Neoplasms,0.6280167102813721,test,dihydrotachysterol
chloroprocaine,Colonic Neoplasms,0.6278518438339233,test,chloroprocaine
perfluorohexanesulfonic acid,Stomach Neoplasms,0.6278208494186401,test,perfluorohexanesulfonic acid
Norethindrone Acetate,Urinary Bladder Neoplasms,0.6277912855148315,test,norethindrone acetate
6-ketocholestanol,Lung Neoplasms,0.6277351379394531,test,6-ketocholestanol
"tris(2,3-dibromopropyl)isocyanurate",Ovarian Neoplasms,0.6277284622192383,test,"tris(2,3-dibromopropyl)isocyanurate"
Lithocholic Acid,Ovarian Neoplasms,0.6276854276657104,test,lithocholic acid
metanil yellow,Stomach Neoplasms,0.6276475191116333,test,metanil yellow
urovision,Melanoma,0.6275302767753601,test,urovision
S-Nitroso-N-Acetylpenicillamine,Lung Neoplasms,0.6274163722991943,test,s-nitroso-n-acetylpenicillamine
Quinazolines,Stomach Neoplasms,0.6273640394210815,test,quinazolines
Calcium Carbonate,"Sarcoma, Experimental",0.6273406744003296,test,calcium carbonate
antofine,Lung Neoplasms,0.6273069381713867,train,antofine
Nevirapine,Small Cell Lung Carcinoma,0.627049446105957,test,nevirapine
Riluzole,Glioblastoma,0.6270388960838318,test,riluzole
"1,2-dibromo-3-chloropropane",Lung Neoplasms,0.6269227266311646,train,"1,2-dibromo-3-chloropropane"
Cefotaxime,"Carcinoma, Ovarian Epithelial",0.6269124746322632,test,cefotaxime
Prednisone,Thymoma,0.6267274618148804,test,prednisone
Furazolidone,"Carcinoma, Non-Small-Cell Lung",0.6267267465591431,test,furazolidone
liposomal amphotericin B,"Carcinoma, Non-Small-Cell Lung",0.6266593933105469,test,liposomal amphotericin b
cyclocreatine,Lung Neoplasms,0.6265048384666443,train,cyclocreatine
Magnesium,Stomach Neoplasms,0.6264759302139282,test,magnesium
Deoxyguanosine,Stomach Neoplasms,0.6264395713806152,test,deoxyguanosine
cupric chloride,Cholangiocarcinoma,0.6263939142227173,test,cupric chloride
Ethambutol,Small Cell Lung Carcinoma,0.6263909339904785,test,ethambutol
trifloxystrobin,Lung Neoplasms,0.6263282299041748,test,trifloxystrobin
Nickel,Esophageal Squamous Cell Carcinoma,0.6263242959976196,val,nickel
famophos,"Carcinoma, Hepatocellular",0.6260828971862793,test,famophos
Midazolam,Sarcoma,0.6259724497795105,test,midazolam
Glucose,Triple Negative Breast Neoplasms,0.6258670091629028,train,glucose
Allantoin,Breast Neoplasms,0.6257052421569824,test,allantoin
methylmercuric chloride,Ovarian Neoplasms,0.6256188154220581,test,methylmercuric chloride
4-methoxy-3-phenylenediamine,"Carcinoma, Non-Small-Cell Lung",0.6255580186843872,test,4-methoxy-3-phenylenediamine
FANFT,Mesothelioma,0.6254867911338806,train,fanft
Aminocaproic Acid,Urinary Bladder Neoplasms,0.625450611114502,test,aminocaproic acid
Thiamine,Thyroid Neoplasms,0.6254316568374634,test,thiamine
Arsenicals,Breast Neoplasms,0.6252952218055725,train,arsenicals
Rolipram,Melanoma,0.6252679824829102,train,rolipram
cholestenoic acid,"Carcinoma, Hepatocellular",0.6251952648162842,test,cholestenoic acid
cefazedone,Colonic Neoplasms,0.6251473426818848,test,cefazedone
mipafox,Lung Neoplasms,0.6251137256622314,test,mipafox
Amifostine,Uterine Cervical Neoplasms,0.6250284910202026,test,amifostine
Dydrogesterone,Thyroid Neoplasms,0.6250174045562744,test,dydrogesterone
Lutein,Melanoma,0.6249291896820068,test,lutein
Cocaine,Thymoma,0.6248756647109985,test,cocaine
intetrix,Breast Neoplasms,0.6245180368423462,test,intetrix
Xylitol,Urinary Bladder Neoplasms,0.6244932413101196,test,xylitol
sulfinosine,Colonic Neoplasms,0.6244820356369019,test,sulfinosine
hymexazol,Breast Neoplasms,0.6241715550422668,test,hymexazol
mono(2-ethyl-5-hydroxyhexyl) phthalate,Urinary Bladder Neoplasms,0.6241229772567749,test,mono(2-ethyl-5-hydroxyhexyl) phthalate
"dibenzo(a,l)pyrene",Mesothelioma,0.6240183115005493,test,"dibenzo(a,l)pyrene"
Medroxyprogesterone Acetate,Uterine Cervical Neoplasms,0.6239896416664124,test,medroxyprogesterone acetate
Calcitriol,"Carcinoma, Ovarian Epithelial",0.6239672899246216,test,calcitriol
Dextromethorphan,Stomach Neoplasms,0.6237856149673462,test,dextromethorphan
triclocarban,Breast Neoplasms,0.6237355470657349,test,triclocarban
diaminochlorotriazine,"Carcinoma, Hepatocellular",0.6235253810882568,test,diaminochlorotriazine
oleuropein,Stomach Neoplasms,0.6233727931976318,test,oleuropein
Calcium,Thyroid Neoplasms,0.6233689785003662,test,calcium
Ivermectin,Esophageal Neoplasms,0.6233605742454529,test,ivermectin
Lysergic Acid Diethylamide,Colonic Neoplasms,0.6233280897140503,test,lysergic acid diethylamide
methanobactin,Pancreatic Neoplasms,0.6231130361557007,test,methanobactin
N-(phosphonomethyl)glycine trimethylsulfonium salt,Lung Neoplasms,0.623108983039856,test,n-(phosphonomethyl)glycine trimethylsulfonium salt
Monocrotophos,Thyroid Neoplasms,0.6229920983314514,test,monocrotophos
"2,3-bis(3'-hydroxybenzyl)butyrolactone",Urinary Bladder Neoplasms,0.6229620575904846,test,"2,3-bis(3'-hydroxybenzyl)butyrolactone"
Azacitidine,Mesothelioma,0.6229133605957031,test,azacitidine
"2,3-bis(4-hydroxyphenyl)-propionitrile",Melanoma,0.6228542327880859,test,"2,3-bis(4-hydroxyphenyl)-propionitrile"
bromfenacoum,Breast Neoplasms,0.6228507161140442,test,bromfenacoum
Toluene,Pancreatic Neoplasms,0.6226426362991333,test,toluene
benz(a)anthracene,"Thyroid Cancer, Papillary",0.6226282715797424,test,benz(a)anthracene
abiraterone,Urinary Bladder Neoplasms,0.6226021647453308,test,abiraterone
proligestone,Urinary Bladder Neoplasms,0.6225650310516357,test,proligestone
Disulfiram,"Breast Neoplasms, Male",0.6224905252456665,test,disulfiram
Ethylene Dibromide,"Carcinoma, Hepatocellular",0.6223311424255371,test,ethylene dibromide
Pimozide,Lung Neoplasms,0.6221675872802734,test,pimozide
"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",Pancreatic Neoplasms,0.6219673752784729,test,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene"
naratriptan,Stomach Neoplasms,0.6217728853225708,test,naratriptan
2-chloro-4-nitroaniline,Lung Neoplasms,0.6217357516288757,test,2-chloro-4-nitroaniline
EPTC,Stomach Neoplasms,0.62171471118927,test,eptc
alisol B 23-acetate,Colonic Neoplasms,0.6216115951538086,test,alisol b 23-acetate
tisopurine,Lung Neoplasms,0.6215518712997437,test,tisopurine
Lisinopril,Small Cell Lung Carcinoma,0.6215298175811768,test,lisinopril
lead acetate,Thymoma,0.6212997436523438,test,lead acetate
Silicon Dioxide,"Carcinoma, Lobular",0.6212823390960693,test,silicon dioxide
Enrofloxacin,Stomach Neoplasms,0.6211499571800232,test,enrofloxacin
flupenthixol decanoate,"Carcinoma, Hepatocellular",0.6210945844650269,test,flupenthixol decanoate
Magnesium,Sarcoma,0.6208674907684326,test,magnesium
Bilirubin,Pancreatic Neoplasms,0.6208236217498779,val,bilirubin
Benzodiazepines,Stomach Neoplasms,0.6206998825073242,test,benzodiazepines
"6-chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide",Lung Neoplasms,0.6206241846084595,test,"6-chloro-2,3,4,9-tetrahydro-1h-carbazole-1-carboxamide"
Succinylcholine,Adenocarcinoma of Lung,0.620622992515564,test,succinylcholine
acephate,Colonic Neoplasms,0.6205355525016785,test,acephate
Genistein,Uterine Cervical Neoplasms,0.6204487085342407,train,genistein
Hydromorphone,Colonic Neoplasms,0.6204483509063721,test,hydromorphone
"1,2-naphthoquinone",Urinary Bladder Neoplasms,0.6204123497009277,test,"1,2-naphthoquinone"
vinpocetine,"Carcinoma, Hepatocellular",0.6202520132064819,test,vinpocetine
Sulfasalazine,Squamous Cell Carcinoma of Head and Neck,0.6200672388076782,test,sulfasalazine
Framycetin,Breast Neoplasms,0.6198761463165283,test,framycetin
Magnesium,"Carcinoma, Lewis Lung",0.6197178363800049,test,magnesium
Fluocinolone Acetonide,"Carcinoma, Hepatocellular",0.6197112798690796,test,fluocinolone acetonide
acetochlor,Stomach Neoplasms,0.6196832656860352,test,acetochlor
Methamphetamine,"Sarcoma, Ewing",0.6196510195732117,test,methamphetamine
Triamcinolone Acetonide,Adenocarcinoma of Lung,0.61965012550354,test,triamcinolone acetonide
Oxypurinol,Ovarian Neoplasms,0.6196200847625732,test,oxypurinol
Buspirone,Ovarian Neoplasms,0.6195960640907288,test,buspirone
Nevirapine,"Carcinoma, Hepatocellular",0.6195173263549805,test,nevirapine
Labetalol,"Carcinoma, Lewis Lung",0.6190736293792725,train,labetalol
Endosulfan,Esophageal Neoplasms,0.61896812915802,test,endosulfan
glaucocalyxin A,Lung Neoplasms,0.6189378499984741,test,glaucocalyxin a
MDL 72567,Colonic Neoplasms,0.6189080476760864,test,mdl 72567
Choline,Ovarian Neoplasms,0.618895411491394,test,choline
Ketamine,Testicular Neoplasms,0.6186542510986328,test,ketamine
Protoveratrines,"Carcinoma, Hepatocellular",0.6186223030090332,test,protoveratrines
Teicoplanin,"Sarcoma, Ewing",0.6184806823730469,test,teicoplanin
Bupivacaine,"Carcinoma, Ovarian Epithelial",0.6184796094894409,test,bupivacaine
2-methyl-5-HT,Lung Neoplasms,0.6183887720108032,test,2-methyl-5-ht
Carbon Monoxide,Pheochromocytoma,0.61820387840271,test,carbon monoxide
muraglitazar,Urinary Bladder Neoplasms,0.6181775331497192,val,muraglitazar
salicylaldehyde isonicotinoyl hydrazone,Lung Neoplasms,0.6181323528289795,test,salicylaldehyde isonicotinoyl hydrazone
Magnesium,"Carcinoma, Ovarian Epithelial",0.6181261539459229,train,magnesium
Carbon Dioxide,Testicular Neoplasms,0.6180797815322876,test,carbon dioxide
hydrocortisone sodium phosphate,Colonic Neoplasms,0.6180530786514282,test,hydrocortisone sodium phosphate
Dronedarone,Glioblastoma,0.6178919076919556,test,dronedarone
leonurine,"Sarcoma, Experimental",0.6178431510925293,test,leonurine
Mercury,Cholangiocarcinoma,0.6178117394447327,test,mercury
methylparaben,Colonic Neoplasms,0.6177965402603149,train,methylparaben
phenyl biguanide,Breast Neoplasms,0.6177535057067871,test,phenyl biguanide
methylmercuric chloride,Lung Neoplasms,0.617739200592041,test,methylmercuric chloride
alisol B 23-acetate,"Carcinoma, Hepatocellular",0.6175811290740967,test,alisol b 23-acetate
Pyrroles,"Carcinoma, Hepatocellular",0.6175471544265747,test,pyrroles
ONO-AE1-329,Lung Neoplasms,0.6175179481506348,val,ono-ae1-329
4-methoxy-3-phenylenediamine,Colonic Neoplasms,0.6174999475479126,test,4-methoxy-3-phenylenediamine
Mitomycin,Sarcoma 180,0.6174164414405823,test,mitomycin
tauromuricholic acid,Lung Neoplasms,0.6174148321151733,test,tauromuricholic acid
Quetiapine Fumarate,Ovarian Neoplasms,0.6173950433731079,test,quetiapine fumarate
Papaverine,Esophageal Neoplasms,0.6172451972961426,test,papaverine
tributyltin,Mesothelioma,0.6171520948410034,test,tributyltin
Calcium Carbonate,Cholangiocarcinoma,0.6171303987503052,test,calcium carbonate
Lithium Chloride,Melanoma,0.6170452237129211,test,lithium chloride
chrysin,"Carcinoma, Non-Small-Cell Lung",0.6170059442520142,test,chrysin
asulacrine,Colonic Neoplasms,0.616705060005188,test,asulacrine
Arsenicals,Colonic Neoplasms,0.6166889667510986,test,arsenicals
Amphotericin B,Paraganglioma,0.6166380643844604,test,amphotericin b
zafirlukast,Glioblastoma,0.6165031790733337,test,zafirlukast
trandolapril,Stomach Neoplasms,0.6164271831512451,test,trandolapril
4-toluidine,Urinary Bladder Neoplasms,0.6164201498031616,test,4-toluidine
beta-ionone,Colonic Neoplasms,0.6163901090621948,train,beta-ionone
Chromium,Breast Neoplasms,0.6163780689239502,val,chromium
diniconazole,Breast Neoplasms,0.6163049936294556,test,diniconazole
"2,3-bis(3'-hydroxybenzyl)butane-1,4-diol","Carcinoma, Hepatocellular",0.6162751913070679,test,"2,3-bis(3'-hydroxybenzyl)butane-1,4-diol"
Ropivacaine,Pancreatic Neoplasms,0.6162585020065308,test,ropivacaine
fibric acid,Breast Neoplasms,0.616055965423584,test,fibric acid
Razoxane,Ovarian Neoplasms,0.6160424947738647,test,razoxane
2-amino-4-methylenecyclopentane-1-carboxylic acid,Lung Neoplasms,0.6159265041351318,test,2-amino-4-methylenecyclopentane-1-carboxylic acid
Dizocilpine Maleate,Adenocarcinoma of Lung,0.6159100532531738,test,dizocilpine maleate
Creatinine,Urinary Bladder Neoplasms,0.6158500909805298,test,creatinine
Carbimazole,Uterine Cervical Neoplasms,0.6158486604690552,test,carbimazole
nedaplatin,Sarcoma 180,0.6158456802368164,test,nedaplatin
proligestone,Melanoma,0.6158031225204468,test,proligestone
Inositol,Pancreatic Neoplasms,0.6156952381134033,test,inositol
Enalapril,Squamous Cell Carcinoma of Head and Neck,0.6156458258628845,test,enalapril
Metoprolol,"Breast Neoplasms, Male",0.6155422925949097,test,metoprolol
pilsicainide,Urinary Bladder Neoplasms,0.6155102252960205,test,pilsicainide
sulprostone,"Carcinoma, Hepatocellular",0.6154946088790894,test,sulprostone
Carmustine,Sarcoma 180,0.6154211759567261,test,carmustine
Epoprostenol,Head and Neck Neoplasms,0.615262508392334,test,epoprostenol
Zimeldine,Melanoma,0.6152397394180298,test,zimeldine
trigonelline,"Carcinoma, Hepatocellular",0.6152037382125854,test,trigonelline
5-methylcytidine,Melanoma,0.6151053309440613,test,5-methylcytidine
"2,3,3',4,4',5-hexachlorobiphenyl",Melanoma,0.6150788068771362,test,"2,3,3',4,4',5-hexachlorobiphenyl"
Dextrothyroxine,"Carcinoma, Non-Small-Cell Lung",0.6150610446929932,test,dextrothyroxine
isoascorbic acid,"Carcinoma, Hepatocellular",0.6149762868881226,test,isoascorbic acid
Sodium Fluoride,Melanoma,0.6149625778198242,test,sodium fluoride
palomid 529,Breast Neoplasms,0.6148924827575684,test,palomid 529
"Nanotubes, Carbon",Cholangiocarcinoma,0.6148704290390015,val,"nanotubes, carbon"
N-cyclopropyl adenosine-5'-carboxamide,"Carcinoma, Hepatocellular",0.6148676872253418,test,n-cyclopropyl adenosine-5'-carboxamide
Dronabinol,"Sarcoma, Experimental",0.6148052215576172,test,dronabinol
"Analgesics, Opioid",Urinary Bladder Neoplasms,0.614770233631134,test,"analgesics, opioid"
hematodeanol,Breast Neoplasms,0.6147580742835999,test,hematodeanol
