ChemicalName,DiseaseName,output,dataset,chemicalname
Dydrogesterone,Esophageal Neoplasms,0.5187051892280579,test,dydrogesterone
endomorphin 2,Lung Neoplasms,0.5186905264854431,test,endomorphin 2
parecoxib,Urinary Bladder Neoplasms,0.5185362100601196,test,parecoxib
OXT-328,Melanoma,0.5185176134109497,test,oxt-328
S-nitrosocysteine,Lung Neoplasms,0.5185012221336365,test,s-nitrosocysteine
Bortezomib,Esophageal Squamous Cell Carcinoma,0.5184409022331238,test,bortezomib
Pheniramine,Colonic Neoplasms,0.5184033513069153,test,pheniramine
Ursodeoxycholic Acid,Mesothelioma,0.5183308124542236,test,ursodeoxycholic acid
XELOX,Urinary Bladder Neoplasms,0.5183272361755371,test,xelox
Xipamide,Melanoma,0.5183171629905701,test,xipamide
Desmosterol,Lung Neoplasms,0.5183042883872986,test,desmosterol
Baclofen,Testicular Neoplasms,0.5182958841323853,test,baclofen
artemisinin,Urinary Bladder Neoplasms,0.5181528925895691,test,artemisinin
Monocrotophos,Pheochromocytoma,0.5180189609527588,test,monocrotophos
Razoxane,Testicular Neoplasms,0.5178003311157227,test,razoxane
Duloxetine Hydrochloride,"Carcinoma, Ovarian Epithelial",0.5177546739578247,test,duloxetine hydrochloride
Ethchlorvynol,Stomach Neoplasms,0.5173511505126953,test,ethchlorvynol
2-hydroxyethyl carbamate,Lung Neoplasms,0.5173149704933167,train,2-hydroxyethyl carbamate
Methylthiouracil,Melanoma,0.5172331929206848,test,methylthiouracil
Arsenicals,Paraganglioma,0.5171889662742615,test,arsenicals
citrated nalidixic acid,Stomach Neoplasms,0.5170992016792297,test,citrated nalidixic acid
tanespimycin,Colonic Neoplasms,0.5165680646896362,train,tanespimycin
CGP 35348,Lung Neoplasms,0.5164503455162048,test,cgp 35348
bis(tri-n-butyltin)oxide,"Carcinoma, Hepatocellular",0.5163915157318115,test,bis(tri-n-butyltin)oxide
Monensin,Lung Neoplasms,0.5162419080734253,test,monensin
FPL 55712,Urinary Bladder Neoplasms,0.5162385106086731,test,fpl 55712
Calcium Carbonate,Stomach Neoplasms,0.5162041783332825,train,calcium carbonate
Sufentanil,"Carcinoma, Hepatocellular",0.5162016749382019,test,sufentanil
Albuterol,Sarcoma,0.5155133605003357,test,albuterol
SM 164,Lung Neoplasms,0.5153980255126953,test,sm 164
Methylene Chloride,Urinary Bladder Neoplasms,0.5153617262840271,test,methylene chloride
Sodium Fluoride,Thymoma,0.5152572989463806,test,sodium fluoride
Mepivacaine,Adenocarcinoma of Lung,0.5150753855705261,test,mepivacaine
Nizatidine,Pheochromocytoma,0.5150391459465027,test,nizatidine
solidagenone,Colonic Neoplasms,0.5150061845779419,test,solidagenone
Miconazole,Esophageal Neoplasms,0.5149637460708618,test,miconazole
Atrazine,"Carcinoma, Ovarian Epithelial",0.5148934721946716,test,atrazine
Topotecan,Esophageal Neoplasms,0.5148311257362366,test,topotecan
Tolmetin,Adenocarcinoma of Lung,0.5148057341575623,train,tolmetin
Chenodeoxycholic Acid,Mesothelioma,0.5147245526313782,test,chenodeoxycholic acid
Strophanthidin,Lung Neoplasms,0.5146738290786743,train,strophanthidin
arsenite,Sarcoma,0.5142860412597656,test,arsenite
Phenmetrazine,Glioblastoma,0.5142588019371033,test,phenmetrazine
L 365260,Melanoma,0.5140173435211182,test,l 365260
Gabexate,Lung Neoplasms,0.5139937996864319,test,gabexate
Metformin,Sarcoma,0.5138753056526184,test,metformin
acetylsalicylic acid lysinate,Stomach Neoplasms,0.5137752890586853,test,acetylsalicylic acid lysinate
benzoylecgonine,"Carcinoma, Hepatocellular",0.5137650370597839,test,benzoylecgonine
Cladribine,Testicular Neoplasms,0.5131530165672302,test,cladribine
Thiabendazole,Glioblastoma,0.5129799246788025,test,thiabendazole
echinocystic acid,Colonic Neoplasms,0.5129513144493103,test,echinocystic acid
Dydrogesterone,Adenocarcinoma of Lung,0.51288241147995,test,dydrogesterone
Methohexital,Stomach Neoplasms,0.512770414352417,test,methohexital
buthiazide,Lung Neoplasms,0.5127063989639282,test,buthiazide
ticarcillin-clavulanic acid,Glioblastoma,0.512700617313385,test,ticarcillin-clavulanic acid
lepirudin,Urinary Bladder Neoplasms,0.512612521648407,test,lepirudin
clotiazepam,"Carcinoma, Hepatocellular",0.5125016570091248,test,clotiazepam
Pectins,Melanoma,0.5123507976531982,test,pectins
phenobarbital quinidine,Melanoma,0.5121238231658936,test,phenobarbital quinidine
bisphenol F,Esophageal Neoplasms,0.5120207667350769,test,bisphenol f
"5,7-dihydroxy-6-methoxy-2-phenylchromen-4-one",Melanoma,0.5119386315345764,test,"5,7-dihydroxy-6-methoxy-2-phenylchromen-4-one"
Ethylenethiourea,Paraganglioma,0.5118001699447632,test,ethylenethiourea
sulindac sulfide,Colonic Neoplasms,0.5117829442024231,test,sulindac sulfide
Teicoplanin,Adenocarcinoma of Lung,0.5115056037902832,test,teicoplanin
ptaquiloside,"Carcinoma, Hepatocellular",0.511498749256134,test,ptaquiloside
sirtinol,Lung Neoplasms,0.5114580392837524,test,sirtinol
Ethylene Oxide,Colonic Neoplasms,0.5108124017715454,test,ethylene oxide
"2,4-dinitrotoluene",Colonic Neoplasms,0.510715126991272,test,"2,4-dinitrotoluene"
norlestrin,Melanoma,0.510691225528717,test,norlestrin
"3,3',4,5'-tetrahydroxystilbene",Sarcoma,0.5106368660926819,test,"3,3',4,5'-tetrahydroxystilbene"
NSC 23766,Stomach Neoplasms,0.5105119943618774,test,nsc 23766
Propantheline,Lung Neoplasms,0.5105088949203491,test,propantheline
mizolastine,Colonic Neoplasms,0.5104387998580933,test,mizolastine
Crizotinib,Testicular Neoplasms,0.5102867484092712,test,crizotinib
Oxonic Acid,Lung Neoplasms,0.5101823210716248,test,oxonic acid
"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide",Lung Neoplasms,0.5100058913230896,test,"4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1h-imidazol-2-yl)benzamide"
Suprofen,Melanoma,0.5098140239715576,test,suprofen
Nizatidine,Uterine Cervical Neoplasms,0.509789764881134,test,nizatidine
1-hexacosanol,Lung Neoplasms,0.5097476243972778,test,1-hexacosanol
Croton Oil,Colonic Neoplasms,0.5096937417984009,test,croton oil
"N-(1-methylethyl)-1,1,2-trimethylpropylamine",Adenocarcinoma of Lung,0.5096428990364075,test,"n-(1-methylethyl)-1,1,2-trimethylpropylamine"
Dextropropoxyphene,Glioblastoma,0.5095057487487793,test,dextropropoxyphene
Chromium,"Carcinoma, Lobular",0.509209156036377,test,chromium
glycolaldehyde,Colonic Neoplasms,0.5091870427131653,test,glycolaldehyde
Urocanic Acid,Lung Neoplasms,0.5091367959976196,test,urocanic acid
darusentan,Lung Neoplasms,0.5090410113334656,test,darusentan
Felypressin,Lung Neoplasms,0.5088831186294556,test,felypressin
oblimersen,Colonic Neoplasms,0.5088100433349609,test,oblimersen
Dipyridamole,Squamous Cell Carcinoma of Head and Neck,0.5087243914604187,test,dipyridamole
Neopterin,Melanoma,0.5086904168128967,test,neopterin
methylparaben,Urinary Bladder Neoplasms,0.5084413290023804,train,methylparaben
nabam,Lung Neoplasms,0.5083613395690918,test,nabam
Pimozide,Stomach Neoplasms,0.5082119703292847,test,pimozide
Mycophenolic Acid,Squamous Cell Carcinoma of Head and Neck,0.508103609085083,test,mycophenolic acid
Carnitine,Adenocarcinoma of Lung,0.507950484752655,test,carnitine
ilomastat,Urinary Bladder Neoplasms,0.5079466104507446,test,ilomastat
Testosterone,"Carcinoma, Ovarian Epithelial",0.5077791213989258,test,testosterone
Succinylcholine,"Carcinoma, Ovarian Epithelial",0.5077346563339233,test,succinylcholine
cyclohexyl carbamic acid 3'-carbamoylbiphenyl-3-yl ester,Stomach Neoplasms,0.5073818564414978,val,cyclohexyl carbamic acid 3'-carbamoylbiphenyl-3-yl ester
aluminum sulfate,"Carcinoma, Hepatocellular",0.5073146820068359,test,aluminum sulfate
Triclosan,Pheochromocytoma,0.5073121190071106,test,triclosan
salicylaldehyde isonicotinoyl hydrazone,"Carcinoma, Hepatocellular",0.5072473883628845,test,salicylaldehyde isonicotinoyl hydrazone
2-ethylhexanoic acid,Colonic Neoplasms,0.507125198841095,test,2-ethylhexanoic acid
Leukotriene E4,Colonic Neoplasms,0.5068404674530029,test,leukotriene e4
Mifepristone,Adrenocortical Carcinoma,0.5067894458770752,train,mifepristone
diquafosol,Lung Neoplasms,0.506702721118927,test,diquafosol
JHW 015,Colonic Neoplasms,0.5066941380500793,test,jhw 015
haloperidol decanoate,Melanoma,0.5066156387329102,test,haloperidol decanoate
5-chloro-2'-deoxycytidine,Colonic Neoplasms,0.506524920463562,test,5-chloro-2'-deoxycytidine
pyranoprofen,Colonic Neoplasms,0.5065224170684814,test,pyranoprofen
pyrazinobutazone,Melanoma,0.5063944458961487,test,pyrazinobutazone
Desipramine,Sarcoma,0.506294846534729,test,desipramine
FDE protocol,Stomach Neoplasms,0.506199836730957,test,fde protocol
Apigenin,Glioblastoma,0.5059040188789368,test,apigenin
Cyclosporine,Esophageal Squamous Cell Carcinoma,0.5059023499488831,test,cyclosporine
Monocrotophos,Squamous Cell Carcinoma of Head and Neck,0.5056898593902588,test,monocrotophos
phenyl-N-tert-butylnitrone,Glioblastoma,0.5054333209991455,test,phenyl-n-tert-butylnitrone
AG 1879,Colonic Neoplasms,0.5054253935813904,test,ag 1879
Fenofibrate,Adenocarcinoma of Lung,0.5050473213195801,test,fenofibrate
Tenofovir,Uterine Cervical Neoplasms,0.504870593547821,test,tenofovir
Homovanillic Acid,"Carcinoma, Hepatocellular",0.5046278834342957,test,homovanillic acid
triptolide,Esophageal Neoplasms,0.504504382610321,test,triptolide
astaxanthine,Glioblastoma,0.5044586658477783,test,astaxanthine
pimobendan,Urinary Bladder Neoplasms,0.5043700933456421,test,pimobendan
Choline,Adenocarcinoma of Lung,0.5043508410453796,test,choline
6-chloronicotinic acid,Urinary Bladder Neoplasms,0.5040593147277832,test,6-chloronicotinic acid
Fludrocortisone,Adenocarcinoma of Lung,0.5038058161735535,test,fludrocortisone
naphthalan,Colonic Neoplasms,0.5037869215011597,test,naphthalan
Propyl Gallate,Lung Neoplasms,0.5037515163421631,test,propyl gallate
capsazepine,Urinary Bladder Neoplasms,0.5037479996681213,test,capsazepine
trigonelline,Melanoma,0.5036122798919678,test,trigonelline
"Cyproterone acetate, ethinyl estradiol drug combination",Stomach Neoplasms,0.5035467147827148,test,"cyproterone acetate, ethinyl estradiol drug combination"
RGFP966,Stomach Neoplasms,0.5033265352249146,train,rgfp966
Ziram,Cholangiocarcinoma,0.5032888650894165,test,ziram
potassium bromate,Melanoma,0.5032874345779419,test,potassium bromate
Monocrotophos,"Carcinoma, Lobular",0.5032846927642822,val,monocrotophos
methylmercaptan,"Carcinoma, Hepatocellular",0.5028636455535889,test,methylmercaptan
Arabinofuranosyluracil,Melanoma,0.5026145577430725,test,arabinofuranosyluracil
6-nitrochrysene,Urinary Bladder Neoplasms,0.5026066303253174,test,6-nitrochrysene
clometacin,Melanoma,0.502504825592041,test,clometacin
Gallopamil,Colonic Neoplasms,0.5024239420890808,test,gallopamil
Sulfinpyrazone,Urinary Bladder Neoplasms,0.5018691420555115,test,sulfinpyrazone
acetophenazine,Colonic Neoplasms,0.50179123878479,test,acetophenazine
dihydromyricetin,Urinary Bladder Neoplasms,0.5017756223678589,test,dihydromyricetin
diftalone,Stomach Neoplasms,0.5017609000205994,test,diftalone
Phenmetrazine,Melanoma,0.5016068816184998,test,phenmetrazine
Tolazoline,"Carcinoma, Hepatocellular",0.5015808343887329,test,tolazoline
Leuprolide,Adenocarcinoma of Lung,0.5014224648475647,test,leuprolide
2-Acetylaminofluorene,Stomach Neoplasms,0.5012463331222534,test,2-acetylaminofluorene
Taurolithocholic Acid,Melanoma,0.5012168288230896,test,taurolithocholic acid
A-836339,Lung Neoplasms,0.5011805891990662,test,a-836339
Dinitrofluorobenzene,Stomach Neoplasms,0.5011157393455505,test,dinitrofluorobenzene
N-methylnaloxone,Melanoma,0.5010163187980652,test,n-methylnaloxone
cefpodoxime proxetil,Colonic Neoplasms,0.5008904933929443,test,cefpodoxime proxetil
acetiromate,Colonic Neoplasms,0.5007634162902832,test,acetiromate
Norinyl,Uterine Cervical Neoplasms,0.5006979703903198,test,norinyl
Ifosfamide,Mesothelioma,0.5006359219551086,test,ifosfamide
Mannitol,Esophageal Neoplasms,0.5005882978439331,test,mannitol
cefetamet,Melanoma,0.5004337430000305,test,cefetamet
halofantrine,Lung Neoplasms,0.5000941157341003,test,halofantrine
Nicardipine,Uterine Cervical Neoplasms,0.5000256299972534,test,nicardipine
VAD protocol,Stomach Neoplasms,0.4999144077301025,test,vad protocol
Phosgene,Glioblastoma,0.4999080896377563,test,phosgene
Am 580,Lung Neoplasms,0.4998757839202881,test,am 580
Metrizoic Acid,Melanoma,0.4998354911804199,test,metrizoic acid
ametryne,Lung Neoplasms,0.4994951486587524,test,ametryne
ginsenoside Rg3,Urinary Bladder Neoplasms,0.499451220035553,test,ginsenoside rg3
Harmaline,Urinary Bladder Neoplasms,0.4993331432342529,test,harmaline
Lycopene,Glioblastoma,0.4992108345031738,test,lycopene
eprosartan,Colonic Neoplasms,0.4991028308868408,test,eprosartan
apilimod,Stomach Neoplasms,0.4987807273864746,test,apilimod
Sodium,Esophageal Squamous Cell Carcinoma,0.4987114071846008,test,sodium
PFL protocol,Stomach Neoplasms,0.4986650347709656,test,pfl protocol
Floxacillin,Uterine Cervical Neoplasms,0.4986001253128052,test,floxacillin
Flecainide,Adenocarcinoma of Lung,0.4983832836151123,test,flecainide
Desflurane,"Carcinoma, Hepatocellular",0.4983395338058471,test,desflurane
cefpodoxime,Lung Neoplasms,0.4982479214668274,train,cefpodoxime
"2,5-hexanedione",Testicular Neoplasms,0.4980520009994507,test,"2,5-hexanedione"
voglibose,Colonic Neoplasms,0.4979530572891235,test,voglibose
veralipride,Melanoma,0.4976503849029541,test,veralipride
Terlipressin,Esophageal Neoplasms,0.4975537657737732,test,terlipressin
Limonene,Glioblastoma,0.4975176453590393,test,limonene
Bethanechol,Glioblastoma,0.4974455237388611,test,bethanechol
stannous chloride,Melanoma,0.4972105622291565,test,stannous chloride
Trimethoprim,Melanoma,0.4971070885658264,test,trimethoprim
Diltiazem,Cholangiocarcinoma,0.4970868229866028,test,diltiazem
bisphenol A,Pheochromocytoma,0.4968488812446594,test,bisphenol a
RN 1734,Stomach Neoplasms,0.4968239068984985,test,rn 1734
inositol 1-phosphate,"Carcinoma, Hepatocellular",0.496716558933258,test,inositol 1-phosphate
Dithiothreitol,Stomach Neoplasms,0.4966717362403869,test,dithiothreitol
"Nanotubes, Carbon",Thymoma,0.4965788125991821,test,"nanotubes, carbon"
Neopterin,Colonic Neoplasms,0.4965072870254516,test,neopterin
fenamic acid,Stomach Neoplasms,0.4963278770446777,test,fenamic acid
Chromium,Paraganglioma,0.4962217807769775,test,chromium
quercitrin,Lung Neoplasms,0.4961959719657898,test,quercitrin
Cefixime,"Carcinoma, Ovarian Epithelial",0.4961370825767517,test,cefixime
Unithiol,Stomach Neoplasms,0.4960016012191772,test,unithiol
Triclosan,Squamous Cell Carcinoma of Head and Neck,0.4957461357116699,test,triclosan
Netilmicin,Cholangiocarcinoma,0.4956492781639099,test,netilmicin
Suramin,Melanoma,0.4955702424049377,test,suramin
ME-344,Uterine Cervical Neoplasms,0.4953559637069702,train,me-344
lysine clonixinate,Colonic Neoplasms,0.4953479766845703,test,lysine clonixinate
momfluorothrin,Lung Neoplasms,0.4950976967811584,test,momfluorothrin
Aspartame,Colonic Neoplasms,0.4950903654098511,test,aspartame
chloroacetic acid,Adenocarcinoma of Lung,0.4950293898582458,test,chloroacetic acid
"(1-pentyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)methanone",Lung Neoplasms,0.4949944615364074,test,"(1-pentyl-1h-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)methanone"
N-carbamylglutamate,Melanoma,0.4949692487716675,test,n-carbamylglutamate
Procyclidine,Sarcoma,0.4948516488075256,test,procyclidine
temocapril hydrochloride,Melanoma,0.4947960376739502,test,temocapril hydrochloride
Amikacin,Pheochromocytoma,0.4947746396064758,test,amikacin
"N-(N-(3,5-difluorophenacetyl)alanyl)phenylglycine tert-butyl ester",Stomach Neoplasms,0.4947189688682556,test,"n-(n-(3,5-difluorophenacetyl)alanyl)phenylglycine tert-butyl ester"
boldenone,Lung Neoplasms,0.4945429563522339,test,boldenone
acteoside,"Carcinoma, Hepatocellular",0.494534432888031,test,acteoside
3-phenylpropionic acid,Melanoma,0.4945099353790283,train,3-phenylpropionic acid
chlordesmethyldiazepam,Lung Neoplasms,0.4944694638252258,test,chlordesmethyldiazepam
Methylcholanthrene,Stomach Neoplasms,0.4944247603416443,test,methylcholanthrene
SB 3CT compound,Lung Neoplasms,0.4942348003387451,test,sb 3ct compound
Buspirone,Glioblastoma,0.4941702485084533,test,buspirone
arsenic acid,"Carcinoma, Hepatocellular",0.4939486384391784,test,arsenic acid
Nandrolone Decanoate,Sarcoma,0.4937731027603149,test,nandrolone decanoate
miglustat,Colonic Neoplasms,0.4936563968658447,test,miglustat
Pentylenetetrazole,Melanoma,0.4936376214027405,test,pentylenetetrazole
Lycopene,Urinary Bladder Neoplasms,0.4935615062713623,test,lycopene
nemonapride,Lung Neoplasms,0.4935466051101684,test,nemonapride
benorilate,Melanoma,0.493390142917633,test,benorilate
Triclosan,Cholangiocarcinoma,0.4932045936584472,test,triclosan
"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine",Sarcoma,0.4931564331054687,test,"2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine"
Phorate,Melanoma,0.4931372404098511,train,phorate
glycofurol,Colonic Neoplasms,0.493087887763977,test,glycofurol
tandospirone,Colonic Neoplasms,0.4930779933929443,test,tandospirone
Vigabatrin,Cholangiocarcinoma,0.4930312037467956,test,vigabatrin
methyl nicotinate,Colonic Neoplasms,0.4928327798843384,test,methyl nicotinate
"1,4-dioxane",Stomach Neoplasms,0.4927701354026794,test,"1,4-dioxane"
6-hydroxymelatonin,Colonic Neoplasms,0.4924278855323791,test,6-hydroxymelatonin
tylophorine,Lung Neoplasms,0.4924025535583496,test,tylophorine
carbetocin,Melanoma,0.4923663735389709,test,carbetocin
"1,3,7,9-tetramethyluric acid","Carcinoma, Hepatocellular",0.4923129677772522,test,"1,3,7,9-tetramethyluric acid"
Catechin,Mesothelioma,0.4922981262207031,test,catechin
alclometasone dipropionate,Lung Neoplasms,0.4921941757202148,test,alclometasone dipropionate
Neomycin,Esophageal Squamous Cell Carcinoma,0.492087185382843,test,neomycin
mururin A,"Carcinoma, Hepatocellular",0.4920644164085388,test,mururin a
Phenobarbital,Adrenocortical Carcinoma,0.4919013977050781,test,phenobarbital
Xanthine,Colonic Neoplasms,0.4918814301490783,test,xanthine
Tocotrienols,"Carcinoma, Hepatocellular",0.4917032122611999,test,tocotrienols
Isoniazid,Cholangiocarcinoma,0.491574227809906,test,isoniazid
omadacycline,Uterine Cervical Neoplasms,0.4915698170661926,test,omadacycline
pantogab,Melanoma,0.4915167093276977,test,pantogab
pimagedine,Glioblastoma,0.4914767146110534,test,pimagedine
"1H-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one",Colonic Neoplasms,0.4914677739143371,test,"1h-(1,2,4)oxadiazolo(4,3-a)quinoxalin-1-one"
gadolinium chloride,Colonic Neoplasms,0.4914464354515075,test,gadolinium chloride
Methylnitronitrosoguanidine,Mesothelioma,0.4913803935050964,test,methylnitronitrosoguanidine
Papaverine,Adenocarcinoma of Lung,0.4913002252578735,test,papaverine
Butylscopolammonium Bromide,Lung Neoplasms,0.4912901520729065,test,butylscopolammonium bromide
Metformin,Mesothelioma,0.4912703037261963,test,metformin
Triamcinolone Acetonide,Adenocarcinoma of Lung,0.4911819696426391,test,triamcinolone acetonide
Vemurafenib,Colonic Neoplasms,0.4911755919456482,test,vemurafenib
2-(2-amino-3-methoxyphenyl)-4H-1-benzopyran-4-one,Uterine Cervical Neoplasms,0.4908593893051147,test,2-(2-amino-3-methoxyphenyl)-4h-1-benzopyran-4-one
Lysophosphatidylcholines,Colonic Neoplasms,0.4907317161560058,test,lysophosphatidylcholines
andrographolide,Colonic Neoplasms,0.4906520247459411,test,andrographolide
1-propoxy-2-propanol,Lung Neoplasms,0.4904996156692505,test,1-propoxy-2-propanol
Bezafibrate,Cholangiocarcinoma,0.4904489517211914,test,bezafibrate
Leukotriene E4,"Carcinoma, Hepatocellular",0.4903790354728699,test,leukotriene e4
lithium sulfate,Melanoma,0.4903273582458496,test,lithium sulfate
Methylprednisolone Hemisuccinate,Paraganglioma,0.4903033971786499,test,methylprednisolone hemisuccinate
Alprazolam,Esophageal Neoplasms,0.4902779459953308,test,alprazolam
Ceftizoxime,Glioblastoma,0.4901952147483825,test,ceftizoxime
"5-pregnene-3 beta,17 alpha,20 alpha-triol",Urinary Bladder Neoplasms,0.4901162981986999,test,"5-pregnene-3 beta,17 alpha,20 alpha-triol"
Methamphetamine,Pheochromocytoma,0.4900201559066772,test,methamphetamine
"2-octyl-4H-1,3,2-benzodioxaphosphorin-2-oxide",Stomach Neoplasms,0.489747941493988,test,"2-octyl-4h-1,3,2-benzodioxaphosphorin-2-oxide"
Dinoprostone,Thymoma,0.4897318482398987,test,dinoprostone
Mepivacaine,"Carcinoma, Ovarian Epithelial",0.4895748496055603,test,mepivacaine
miglustat,"Carcinoma, Hepatocellular",0.489521324634552,test,miglustat
furan,Glioblastoma,0.4893873333930969,test,furan
Clobazam,Glioblastoma,0.4892837405204773,test,clobazam
chloroprocaine,Glioblastoma,0.4891027808189392,test,chloroprocaine
gastrodin,"Carcinoma, Hepatocellular",0.4890081286430359,test,gastrodin
Miconazole,Adenocarcinoma of Lung,0.488943874835968,test,miconazole
Desoxycorticosterone Acetate,Stomach Neoplasms,0.4889299273490906,test,desoxycorticosterone acetate
Vidarabine Phosphate,Melanoma,0.4886326789855957,test,vidarabine phosphate
Dicamba,Glioblastoma,0.4885697960853576,test,dicamba
Oxcarbazepine,Adenocarcinoma of Lung,0.4884927868843078,test,oxcarbazepine
Prochlorperazine,Testicular Neoplasms,0.4883891344070434,test,prochlorperazine
Zalcitabine,"Carcinoma, Hepatocellular",0.4883636236190796,test,zalcitabine
aluminum phosphide,Adenocarcinoma of Lung,0.4883222579956054,test,aluminum phosphide
"1,2-diacylglycerol",Stomach Neoplasms,0.4882953763008117,test,"1,2-diacylglycerol"
ML 9,Lung Neoplasms,0.488230288028717,test,ml 9
Antimony,Mesothelioma,0.4881634712219238,test,antimony
montirelin,Lung Neoplasms,0.4880784749984741,test,montirelin
"Amlodipine, Valsartan Drug Combination",Melanoma,0.487947940826416,test,"amlodipine, valsartan drug combination"
4-phenylbutyric acid,Mesothelioma,0.4876819252967834,test,4-phenylbutyric acid
Iopanoic Acid,Lung Neoplasms,0.4876477718353271,test,iopanoic acid
Mefloquine,Adenocarcinoma of Lung,0.4874380826950073,test,mefloquine
Uroporphyrinogens,Stomach Neoplasms,0.4873338341712951,test,uroporphyrinogens
1-sulfooxymethylpyrene,Lung Neoplasms,0.4870696663856506,test,1-sulfooxymethylpyrene
Hydrazines,Stomach Neoplasms,0.4870591759681701,test,hydrazines
Vitamin E,Esophageal Squamous Cell Carcinoma,0.4869489073753357,test,vitamin e
ethylbenzene,Urinary Bladder Neoplasms,0.4868439435958862,test,ethylbenzene
Flunitrazepam,Sarcoma,0.4868175983428955,test,flunitrazepam
Ticrynafen,"Carcinoma, Hepatocellular",0.4867609739303589,test,ticrynafen
TAC protocol,Stomach Neoplasms,0.48653644323349,test,tac protocol
1-chloro-2-methylpropene,Mesothelioma,0.486402153968811,test,1-chloro-2-methylpropene
Ethacrynic Acid,Urinary Bladder Neoplasms,0.4863839745521545,test,ethacrynic acid
Chlorfenvinphos,Lung Neoplasms,0.4863660931587219,test,chlorfenvinphos
Febuxostat,Urinary Bladder Neoplasms,0.4863393902778625,test,febuxostat
4-Aminopyridine,Urinary Bladder Neoplasms,0.4862821102142334,test,4-aminopyridine
entecavir,Colonic Neoplasms,0.4862303733825683,test,entecavir
Troglitazone,Uterine Cervical Neoplasms,0.486224353313446,test,troglitazone
astragaloside A,"Carcinoma, Hepatocellular",0.4862238764762878,test,astragaloside a
clometacin,"Carcinoma, Hepatocellular",0.4861140251159668,test,clometacin
cyclo(Trp-Asp-Pro-Val-Leu),Lung Neoplasms,0.4861112833023071,test,cyclo(trp-asp-pro-val-leu)
levodopa methyl ester,Lung Neoplasms,0.4860820770263672,test,levodopa methyl ester
Citalopram,Uterine Cervical Neoplasms,0.4858641028404236,test,citalopram
Dimenhydrinate,Testicular Neoplasms,0.4854714274406433,test,dimenhydrinate
Clonazepam,Esophageal Neoplasms,0.4854038953781128,test,clonazepam
Sodium Fluoride,Sarcoma,0.4853320121765136,test,sodium fluoride
Nadolol,Colonic Neoplasms,0.4852420091629028,test,nadolol
Clomiphene,Paraganglioma,0.4851881861686706,test,clomiphene
bufalin,Lung Neoplasms,0.4850630164146423,test,bufalin
Sodium Fluoride,Adrenocortical Carcinoma,0.4848626255989074,test,sodium fluoride
Colchicine,Esophageal Squamous Cell Carcinoma,0.4844259023666382,test,colchicine
Ofloxacin,"Carcinoma, Ovarian Epithelial",0.4843783378601074,test,ofloxacin
8-(3-chlorostyryl)caffeine,Lung Neoplasms,0.4843012690544128,test,8-(3-chlorostyryl)caffeine
"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea","Carcinoma, Hepatocellular",0.4841034412384033,test,"1-(2-methylbenzoxazol-6-yl)-3-(1,5)naphthyridin-4-yl urea"
ginsenoside Rg3,Stomach Neoplasms,0.4840386509895324,test,ginsenoside rg3
L-3-(3-hydroxy-4-pivaloyloxyphenyl)alanine,Urinary Bladder Neoplasms,0.4840190410614013,test,l-3-(3-hydroxy-4-pivaloyloxyphenyl)alanine
tabun,Testicular Neoplasms,0.4836777448654175,test,tabun
mephedrone,Melanoma,0.4835836291313171,test,mephedrone
Nafenopin,"Carcinoma, Hepatocellular",0.4835764169692993,train,nafenopin
Theophylline,Sarcoma,0.4835690855979919,test,theophylline
iomeprol,Glioblastoma,0.4835676550865173,test,iomeprol
Glutathione Disulfide,Adenocarcinoma of Lung,0.4833575487136841,test,glutathione disulfide
Ziram,Squamous Cell Carcinoma of Head and Neck,0.483178436756134,test,ziram
Penicillin G Procaine,Sarcoma,0.4831032156944275,test,penicillin g procaine
"2,3-bis(4-hydroxyphenyl)-propionitrile",Colonic Neoplasms,0.4830911159515381,test,"2,3-bis(4-hydroxyphenyl)-propionitrile"
triptolide,Testicular Neoplasms,0.4830668568611145,test,triptolide
Glucaric Acid,Stomach Neoplasms,0.4829868078231811,test,glucaric acid
mirdametinib,Melanoma,0.4828460812568664,train,mirdametinib
norethindrone enanthate,Melanoma,0.4828322529792785,test,norethindrone enanthate
kaempferol 3-O-sophoroside,Melanoma,0.4827926158905029,test,kaempferol 3-o-sophoroside
3-(4-methylphenylsulfonyl)-2-propenenitrile,Melanoma,0.4827737808227539,test,3-(4-methylphenylsulfonyl)-2-propenenitrile
Dextrans,Urinary Bladder Neoplasms,0.4826909899711609,test,dextrans
"2,5-dihydroxy-1,4-dithiane-2,5-dicarboxylic acid","Carcinoma, Hepatocellular",0.4826501011848449,test,"2,5-dihydroxy-1,4-dithiane-2,5-dicarboxylic acid"
methaniazide,Colonic Neoplasms,0.4826093912124634,test,methaniazide
cinnabarinic acid,Colonic Neoplasms,0.4824747443199157,test,cinnabarinic acid
Cocaine,Thymoma,0.4824656248092651,test,cocaine
